Kilometers_Driven,Fuel_Type,Transmission,Engine CC,Power,Seats,Mileage Km/L,Price
120000,Petrol,Manual,1086,74,5,0,1.15
148009,Diesel,Manual,2982,171,7,11.5,12.75
53001,Petrol,Manual,1298,88.2,5,16.1,1.95
22345,Petrol,Manual,1199,84,5,20.3,4.95
50000,Petrol,Automatic,1497,117.3,5,18,8.25
48183,Diesel,Automatic,1995,170,5,13.2,20.99
93000,Diesel,Automatic,2143,203,5,14.21,17.5
53500,Diesel,Manual,1248,74,5,28.4,5.36
17585,Petrol,Manual,1373,93.7,7,16.02,6.35
36226,Petrol,Manual,1591,121.3,5,17.01,2.95
25899,Diesel,Automatic,2179,147.5,5,12.63,55.7
60170,Petrol,Manual,1086,62,5,0,1.15
11200,Diesel,Automatic,2143,167.62,5,19.27,37.5
49045,Petrol,Manual,1197,78.9,5,20.36,4.07
45000,Diesel,Manual,1199,73.9,5,22.07,2.99
40000,Diesel,Manual,1248,88.5,5,24.3,7.9
36600,Diesel,Manual,1461,83.8,5,19.87,7.49
117000,Diesel,Manual,1248,75,5,18,1.1
16000,Diesel,Automatic,2987,254.8,7,11.3,56
50000,Diesel,Manual,1186,73.97,5,25.4,3.5
150000,Diesel,Manual,1493,110,5,18.1,3
11000,Petrol,Manual,1591,121.3,5,17.01,6.1
102016,Petrol,Manual,1196,70,5,15.6,2.25
38000,Diesel,Manual,1248,74,5,25.2,5.95
71491,Diesel,Manual,1461,63.12,5,23.08,4.95
46354,Petrol,Manual,1198,74,5,16.47,5.49
87000,Diesel,Automatic,1995,190,5,22.69,6.67
20765,Petrol,Manual,1598,103.52,5,15,6.25
58000,Petrol,Manual,999,74,5,0,1.51
51076,Diesel,Automatic,2967,241.4,7,12.07,34.88
84085,Diesel,Manual,1248,88.5,5,26.21,6.9
55000,Diesel,Manual,1498,98.6,5,25.1,5.99
73000,Petrol,Automatic,3498,272,5,10.93,10.4
50001,Diesel,Automatic,2967,241.38,5,14.57,29
93166,Diesel,Manual,2179,118.3,7,14.02,5.85
99583,Petrol,Automatic,1493,100,5,12,2.21
72000,Petrol,Manual,1586,103.3,5,15.5,2.4
70000,Petrol,Manual,1798,138.1,5,14.53,3
61000,Petrol,Automatic,1598,103.6,5,14.4,3.75
66510,Petrol,Manual,814,55.2,5,21.1,2.95
84062,Diesel,Manual,1968,108.5,5,20,5.8
80799,Diesel,Manual,1248,74,5,22.9,4.9
5000,Petrol,Automatic,1798,138.03,5,14.28,16.95
92000,Diesel,Manual,2494,100,8,12.99,12.5
53000,Diesel,Manual,1047,69,5,27.28,5
39822,Petrol,Manual,1598,103.52,5,15.41,4.68
29000,Diesel,Automatic,3198,197,7,10.91,29.8
24214,Petrol,Manual,799,53.3,5,25.17,3.46
75000,Diesel,Manual,1396,90,5,23,4
77216,Diesel,Manual,1896,106,5,17.5,4.5
74290,Diesel,Manual,1364,87.2,5,21.43,5.87
61000,Diesel,Manual,2179,120,8,15.4,9.5
44000,Diesel,Automatic,1968,174.3,5,14.16,32.5
74041,Diesel,Manual,1248,73.8,8,18.2,3.88
85846,Diesel,Automatic,1995,190,5,22.69,13.08
52000,Diesel,Manual,1461,84.8,5,21.64,3.5
47000,Petrol,Manual,2354,177.6,5,12.8,3.5
72010,Diesel,Manual,1493,110,5,16.8,4.45
15000,Petrol,Manual,796,34.2,8,16.8,2.35
480000,Petrol,Manual,1497,117.3,5,17.4,5
24720,Diesel,Automatic,2967,241.4,5,0,28
75000,Petrol,Manual,1388,68,5,16.6,2
57000,Diesel,Manual,1396,88.73,5,22.54,6.35
41057,Diesel,Automatic,2143,201.1,5,13,24.63
92000,CNG,Manual,998,58.2,5,26.2,3
20000,Diesel,Manual,1498,98.59,5,22.77,7.9
52359,Petrol,Manual,1197,80,5,18.5,3.25
17000,Petrol,Manual,1497,117.3,5,17.8,8.25
39002,Diesel,Manual,1461,63.1,5,23.08,2.85
129986,Diesel,Manual,1399,68,5,20,3.2
45000,Petrol,Manual,1198,75,5,18.44,1.75
41300,Diesel,Manual,1248,74,5,17.8,3.38
82002,Petrol,Manual,2354,177.6,5,12.8,5.75
67000,Petrol,Automatic,1798,157.75,5,13.7,4.7
21260,Petrol,Manual,796,35,5,14,2.9
55362,Diesel,Manual,1396,88.8,5,21.9,4.25
13000,Diesel,Automatic,1582,126.2,5,17.01,14.5
45725,Diesel,Manual,1248,74,5,25.2,5.34
105000,Diesel,Manual,1248,74,5,25.2,3.85
156056,Diesel,Manual,2494,102,8,12.8,8.5
135000,Diesel,Manual,1120,71,5,24.4,4.2
67000,Diesel,Manual,1248,88.7,7,20.77,6.75
90000,Diesel,Automatic,3198,197.2,7,10.91,26
32251,Diesel,Manual,1396,88.73,5,22.54,8.61
47000,Petrol,Manual,998,67.1,5,19,1.46
75308,Diesel,Manual,1248,73.9,5,21.1,2.8
44202,CNG,Manual,998,58.2,4,32.26,4
58000,Petrol,Manual,1497,118,5,17,5.47
60000,Petrol,Manual,1298,85.8,5,17.5,2.45
45000,Diesel,Automatic,1995,184,5,17.05,21.5
41195,Petrol,Manual,1368,90,5,15,1.38
89000,Diesel,Manual,2179,140,7,16,13.5
60510,Petrol,Automatic,1197,78.9,5,16.95,3.1
8500,Petrol,Manual,1197,83.1,5,21.4,5.49
35981,Diesel,Manual,1248,88.5,5,24.3,9.51
23152,Petrol,Manual,1196,70.02,5,15.6,2.39
74663,CNG,Manual,998,67.04,5,33.54,3.25
61529,Petrol,Automatic,1197,103.5,5,18.19,5.65
91596,Diesel,Manual,2489,93.7,7,14.95,1.85
14298,Petrol,Automatic,2995,340,5,13.33,2.02
83327,Diesel,Manual,1248,73.9,5,19.3,5.8
22857,Petrol,Manual,1199,74,5,16.2,6.9
34620,Petrol,Manual,1591,121.3,5,17.01,5.35
56000,Petrol,Manual,1086,68.05,5,19.81,2.85
81000,Diesel,Automatic,2143,204,5,13,22.75
95150,Petrol,Manual,993,60,5,17.3,0.45
32776,Petrol,Manual,1197,78.9,5,20.36,4.64
51587,Diesel,Manual,1498,98.6,5,25.8,5.27
36000,Diesel,Manual,2179,148,7,14.1,10
22000,Petrol,Manual,1198,86.8,5,18.5,3.95
30754,Petrol,Manual,1197,80,5,17,3.38
37109,Petrol,Manual,1390,120.33,5,14.69,16.8
45000,Petrol,Manual,1198,88.8,5,16.7,1.99
33284,Petrol,Manual,1197,82,5,18.9,5.84
55115,Diesel,Automatic,2993,270.9,5,14.74,36.15
18000,Diesel,Automatic,2179,187.7,5,16.36,25.7
130790,Diesel,Manual,2179,140,7,16,9.24
16607,Diesel,Manual,1598,118,5,22.7,7.65
32205,Diesel,Automatic,1968,174.33,5,17.11,25.31
67000,Diesel,Manual,1461,108.45,5,19.01,4.75
57676,Petrol,Manual,1197,85.8,5,19.1,6.69
41000,Petrol,Manual,1198,73.9,5,16.47,3.1
65000,Petrol,Manual,796,35,8,19.7,1.55
12153,Petrol,Automatic,1197,81.86,5,18.9,6.84
16810,Petrol,Manual,624,37.5,4,25.4,1.6
61221,Petrol,Automatic,1395,147.51,5,17.84,21.73
22000,Petrol,Manual,1198,74,5,16.47,4.75
63714,Petrol,Manual,796,47.3,5,22.74,2.45
14857,Diesel,Automatic,1496,113.98,5,20.7,31.55
69000,Diesel,Automatic,1968,140.8,5,15.2,10.25
14648,Diesel,Manual,2198,158,7,12.62,27.36
100000,Petrol,Manual,1499,110,5,15.8,6.5
22000,Petrol,Manual,1197,82,5,18.9,4.25
10000,Petrol,Manual,1199,82.4,5,18.2,5.5
107000,Petrol,Manual,1197,83.14,5,20.85,4
48198,Petrol,Manual,1193,88.7,5,17.57,4.65
15000,Diesel,Automatic,2143,170,5,19.27,28.5
80073,Diesel,Manual,1998,163.7,5,17.3,7.11
85388,Diesel,Manual,1248,73.9,5,21.1,3.9
14700,Petrol,Manual,1197,81.86,5,18.9,5.6
150000,Diesel,Manual,1248,73.75,5,28.4,2.25
34994,Diesel,Manual,1582,126.32,5,22.32,3.9
82536,Diesel,Automatic,2993,270.9,5,14.74,28.63
82000,Petrol,Automatic,1798,157.75,5,13.7,7.25
52000,Petrol,Manual,998,67.1,5,18.9,2
20000,Petrol,Manual,1198,73.9,5,16.47,3.5
55000,Petrol,Manual,1799,130.2,5,14.8,5
47001,CNG,Manual,1196,63,5,20,3.72
52000,Petrol,Manual,998,67.04,5,22.5,3.45
43284,Diesel,Manual,1248,74,5,23.4,4.5
23875,Petrol,Automatic,1591,121.3,5,13,14.36
51866,Petrol,Manual,1197,82,5,18.9,5.5
69000,Diesel,Manual,1461,63.1,5,23.08,3
62788,Petrol,Manual,1197,81.86,5,18.9,6.08
150000,Diesel,Manual,1598,103.6,5,20.54,5
47566,Diesel,Automatic,2982,168.5,7,12.55,20.25
67000,Petrol,Manual,999,74,5,0,1.2
20300,Diesel,Automatic,2755,171.5,7,11.36,18
48300,Diesel,Automatic,2143,107.3,5,20,17.5
30000,Petrol,Manual,814,55.2,5,21.1,2.1
36000,Diesel,Manual,1582,126.24,5,22.7,7.5
27641,Diesel,Automatic,1496,113.98,4,20.7,24.77
60000,Diesel,Manual,1461,108.45,5,19.64,8.65
9000,Diesel,Automatic,3198,197,7,10.91,35.5
60750,Petrol,Manual,1798,138.03,5,14.28,10.5
9000,Diesel,Manual,2179,155,7,14,13
41100,Diesel,Automatic,2993,261.49,5,16.77,26.5
60000,Petrol,Manual,1061,64,5,17.3,1.4
38424,Petrol,Manual,1497,117.3,5,17.8,7.51
50000,Diesel,Manual,1248,74,5,22.9,4.3
19000,Petrol,Automatic,1497,117.3,5,18,8.95
58734,Diesel,Manual,1248,88.76,7,20.77,6.91
65257,Diesel,Manual,1461,108.45,5,19.01,9.75
130000,Diesel,Manual,1248,73.9,5,19.3,4
79000,Diesel,Manual,1248,73.94,5,23.2,3.65
78000,Diesel,Manual,2179,140,7,15.1,10.75
49133,Petrol,Manual,1198,86.8,5,19.4,4.51
22769,Diesel,Automatic,2987,165,5,0,49.22
54448,Diesel,Manual,1248,88.8,5,21.02,3.7
158793,Diesel,Manual,2494,102,7,12.8,12.99
62088,Petrol,Manual,1197,85.8,5,18.6,4.15
14800,Petrol,Manual,1591,121.3,5,17.01,4.4
26000,Petrol,Manual,1497,117.3,7,17.3,4.25
32005,Petrol,Manual,1198,86.7,5,18,4.25
35000,Petrol,Automatic,1497,117.3,5,18,7.7
52000,Diesel,Automatic,2179,187.7,5,12.7,39.75
11000,Petrol,Manual,1497,117.3,5,17.4,8.5
62000,Petrol,Automatic,2997,231.1,5,9.5,7
65134,Petrol,Manual,1299,70,5,13.8,0.8
71000,Diesel,Manual,2982,168.5,7,13,15.25
51366,Petrol,Manual,998,66.1,5,19,2.25
46300,Diesel,Manual,1948,83.1,7,14.07,4.85
60908,Petrol,Automatic,1497,116.3,5,15.6,6.42
93450,Diesel,Manual,1461,63.12,5,23.19,2.5
104000,Diesel,Automatic,1582,126.32,5,19.08,5.75
52000,Petrol,Manual,796,37,4,16.1,0.5
42999,Diesel,Manual,2179,140,7,15.1,11.52
90000,Diesel,Manual,1248,88.8,5,21.5,4.5
72000,Petrol,Automatic,1396,98.6,5,15,4.75
54321,Diesel,Manual,1582,126.2,5,19.67,13.54
59630,Diesel,Automatic,2143,201.1,5,13,23.41
116000,Diesel,Automatic,2982,168.5,7,12.55,19.25
34000,Diesel,Automatic,1984,181,5,9,20
70000,Diesel,Automatic,2143,203,5,14.21,13
80000,Petrol,Manual,2354,180,5,10.2,3.99
110000,Diesel,Manual,1498,98.6,5,25.8,4.65
56454,Diesel,Manual,1248,73.75,5,28.4,4.65
60000,Petrol,Manual,1197,85.8,5,18.6,3.15
56000,Petrol,Automatic,1798,138.1,5,14.53,8.25
63000,Diesel,Automatic,4367,335.3,5,11.49,65
63000,Diesel,Manual,1248,74,5,22.9,4.5
15050,Diesel,Manual,1956,170,5,16.3,17.5
29401,Petrol,Manual,1197,81.8,5,20.4,4.31
25238,Petrol,Manual,1199,88.7,5,18.7,6.2
79000,Diesel,Manual,1364,74,5,23.59,4.67
58752,Petrol,Manual,1198,73.9,5,16.47,3.32
62000,Petrol,Automatic,1799,130,5,12.9,3.75
132000,Petrol,Manual,1496,88.73,5,16.78,4.7
51000,Petrol,Manual,1591,121.3,5,17.01,6.5
185200,Diesel,Manual,2494,102,8,12.8,7.25
61717,Diesel,Manual,1598,118,5,22.7,8.94
8896,Petrol,Manual,1194,94.68,5,19,7.34
17000,Petrol,Manual,1197,83.1,5,21.4,6.9
31378,Petrol,Manual,1199,88.7,5,18.2,5.9
114000,Diesel,Automatic,1582,126.3,5,22.32,6.75
81000,Diesel,Manual,1498,98.6,5,25.8,4.1
31000,Diesel,Automatic,1968,147.51,5,18.51,27
35000,Petrol,Manual,1598,103.52,5,15,4.5
60001,Diesel,Automatic,1968,174.33,5,17.11,14.5
75074,Diesel,Manual,1248,74,5,23.4,5.25
80000,Diesel,Manual,1248,74,5,22.3,1.2
147350,Diesel,Manual,2494,100.6,8,12.99,4.95
60000,Diesel,Manual,1461,108.45,5,19.64,7.5
7501,Petrol,Automatic,2996,333,4,10,48
58000,Diesel,Manual,1498,98.6,5,25.8,4.45
29277,Diesel,Automatic,2987,254.79,5,11.57,59.65
57034,Diesel,Manual,1248,73.94,5,23.2,4.38
40810,Diesel,Manual,1248,88.5,5,28.09,7.9
35268,Petrol,Manual,1086,62,5,0,1.88
34630,Petrol,Automatic,1197,83.1,5,21.4,7.29
45122,Diesel,Manual,1498,88.7,5,23.5,6
126000,Diesel,Manual,2179,140,7,16,6.7
63000,Petrol,Manual,796,46.3,5,19.7,1.5
32298,Diesel,Automatic,1496,113.98,4,20.7,23.8
63288,Diesel,Manual,2179,140,7,15.1,7.77
43337,Petrol,Manual,1086,62.1,5,17.92,3.32
46561,Diesel,Manual,1248,74,5,22.9,4.94
34000,Diesel,Automatic,2143,107.3,5,20,11
48000,Petrol,Manual,799,53.3,5,25.17,3.4
56263,Diesel,Manual,1248,74,5,22.9,4.17
84060,Petrol,Manual,993,60,5,17.3,1.25
9000,Petrol,Automatic,1197,82,5,18.9,5.45
79000,Diesel,Manual,1248,88.8,5,21.12,2.59
87900,Diesel,Manual,2179,140,7,16,12.01
72425,Petrol,Manual,1197,85.8,5,17.5,2.45
38000,Diesel,Automatic,1968,174.33,5,15.73,29
83000,Diesel,Manual,1399,74,5,17.8,2.4
107000,Diesel,Automatic,2143,170,5,14.84,11.99
51000,Petrol,Automatic,1497,117.3,5,18,7.9
140000,Diesel,Manual,2494,102,7,12.8,6.25
48000,Petrol,Manual,1199,79.4,5,18.6,1.8
62000,CNG,Manual,998,58.16,5,26.6,2.8
31000,Petrol,Manual,1199,88.7,5,18.7,4.9
75055,Petrol,Manual,1198,75,5,18.06,2.25
51210,Petrol,Automatic,1373,91.1,5,19.12,8.89
87000,Diesel,Automatic,2982,168.5,7,12.55,15
17000,Diesel,Manual,1498,99,5,26.1,5.65
57000,Diesel,Manual,1248,88.8,7,20.77,7
9370,Petrol,Manual,796,47.3,5,22.74,2.95
53226,Petrol,Manual,1198,86.8,5,19.4,3.3
120000,Diesel,Manual,1493,110,5,16.2,3.5
75055,Petrol,Manual,1493,100,5,12.8,2.3
37247,Diesel,Manual,1582,126.2,5,19.67,13.69
64000,Diesel,Manual,1364,67.06,5,23.59,3.1
12000,Petrol,Manual,2359,198.25,5,13.44,12.75
40158,Diesel,Manual,1582,126.2,5,19.67,13.75
11000,Petrol,Manual,1199,88.7,5,18.7,6.75
70010,Diesel,Manual,1598,103.6,5,20.54,5.25
82000,Diesel,Manual,2179,140,7,16,8.75
57259,Diesel,Manual,1493,100,7,18.49,8.87
84000,Petrol,Automatic,2354,142,5,11.1,6.5
168000,Diesel,Manual,1248,88.76,7,20.77,4.5
73670,Diesel,Manual,2696,162,7,12.83,12.5
89540,Diesel,Automatic,2982,168.5,7,12.55,16.8
85423,Diesel,Manual,1248,88.8,7,20.77,8.75
48823,Diesel,Automatic,1582,126.24,5,19.5,8.5
35082,Petrol,Manual,1197,78.9,5,20.36,2.21
126000,Petrol,Manual,796,34.2,5,16.8,1.6
19000,Petrol,Automatic,1198,86.7,5,15.5,6.25
69000,Petrol,Automatic,1799,130,5,12.9,2.25
29836,Diesel,Automatic,2143,136,5,17.9,25.75
48002,Petrol,Manual,1798,157.8,5,13.14,6.75
52324,Diesel,Manual,1248,88.5,5,28.09,6.25
65000,Diesel,Manual,1498,89.84,5,22.7,5.1
66000,Diesel,Automatic,2987,224.34,5,8.7,10.75
75700,Diesel,Manual,1120,70,5,24,5.7
43000,Diesel,Manual,1598,105,5,20.5,5.95
42706,Diesel,Manual,936,56.3,5,25.44,2.4
35000,Diesel,Manual,1493,100,7,17.21,3.49
54348,Petrol,Automatic,1197,80,5,19.2,4
84000,Diesel,Manual,1364,67.04,5,23.59,3.85
63298,Petrol,Automatic,1794,138.1,5,14.53,3.95
75049,Petrol,Manual,1197,78.9,5,20.36,3
24237,Petrol,Manual,1196,86.8,5,18.16,6.7
22767,Petrol,Manual,1197,85.8,5,18.5,6.14
58000,Petrol,Automatic,1396,98.6,5,15,4.4
57000,Diesel,Manual,1248,74,5,26.59,4.25
50161,Petrol,Automatic,4395,402,5,8.77,25.93
45000,Diesel,Manual,1598,118,5,22.7,7
68319,Diesel,Automatic,2982,168.5,7,12.55,25.12
30711,Petrol,Manual,998,68.05,5,20.3,4.45
38277,Diesel,Manual,1396,90,5,21.9,2.4
115000,Diesel,Manual,1598,103.6,5,20.54,4.33
46849,Petrol,Automatic,1197,83.14,5,18.5,6.93
64000,Diesel,Manual,1396,90,5,21.9,4.25
130923,Diesel,Automatic,2143,203,5,14.21,12.5
15000,Petrol,Manual,1197,82,5,18.9,4.9
32720,Diesel,Manual,1396,90,5,23,4.5
12500,Petrol,Manual,799,53.3,5,25.17,3
59800,Petrol,Automatic,1197,82,5,16.9,5.8
54211,Petrol,Manual,1598,103.6,5,15.04,3.33
62242,Diesel,Automatic,1998,163.7,5,14.39,6.62
54000,Diesel,Manual,1461,108.5,5,19.01,5.75
65000,Diesel,Manual,1582,126.32,5,22.32,6.2
55000,Petrol,Automatic,998,67.04,5,23.1,3.5
71000,Petrol,Manual,998,67.1,5,18.9,2
70000,Diesel,Manual,1396,88.8,5,21.9,4
53000,Petrol,Automatic,1781,163.2,5,12.3,9.5
43000,Diesel,Automatic,1995,184,5,17.05,17.5
54000,Petrol,Automatic,1598,103.52,5,14.3,6.11
51000,Petrol,Manual,1197,78.9,5,20.36,3.75
78000,Diesel,Manual,2835,107.2,6,10.5,6.2
25000,Diesel,Manual,1498,98.6,5,26,6.15
12600,Petrol,Manual,998,67.1,5,20.92,2.4
80000,Diesel,Manual,1248,75,5,17.8,2.15
21000,Petrol,Manual,1197,82,5,18.9,3.75
32000,Petrol,Manual,1196,70,5,15.6,2.15
50000,Petrol,Manual,1197,81.86,5,18.9,4.75
47500,Petrol,Manual,1586,103.3,5,15.5,2.45
7500,Petrol,Manual,1497,117.3,5,17.4,11.15
68163,Diesel,Automatic,1461,108.45,5,19.6,8.9
61000,Diesel,Manual,1498,98.6,5,25.8,4.35
100000,Diesel,Manual,2494,100.6,7,12.99,12
61500,Diesel,Automatic,1995,181,5,16.07,8.5
42883,Petrol,Manual,1086,68.05,5,19.81,4.27
97000,Diesel,Manual,1461,83.8,5,20.45,4.25
39525,Petrol,Automatic,2360,170,5,11.3,9.25
35384,Diesel,Manual,1248,88.5,5,24.3,8.61
46000,Diesel,Automatic,2987,261,7,11.8,28
32189,Diesel,Manual,1498,98.96,5,23,9.25
27000,Diesel,Automatic,1582,126.2,5,19.08,8.6
22734,Petrol,Manual,1198,74,5,16.47,7.53
58002,Diesel,Manual,1461,108.45,5,19.64,5.75
31500,Petrol,Automatic,1198,86.8,5,16.5,4.15
30933,Petrol,Manual,1196,86.8,5,18.16,5.84
27090,Diesel,Automatic,1968,187.74,5,18.53,16.5
29500,Diesel,Automatic,2993,258,7,15.97,43
45000,Petrol,Manual,1197,78.9,5,20.36,3.55
11691,Petrol,Manual,1197,81.83,5,18.6,8.9
121000,Diesel,Manual,1896,90,5,16.4,2.5
118077,Diesel,Manual,1493,110,5,16.2,3.85
36300,Petrol,Automatic,1591,121.4,5,17.1,7.5
90000,Petrol,Manual,1341,61,5,15.3,1.8
78000,Diesel,Manual,1399,68,5,20,2.25
42000,Diesel,Automatic,1968,174.33,5,17.68,24.25
27000,Petrol,Manual,1198,74,5,16.47,4.35
22000,Diesel,Automatic,1995,184,5,17.05,11.5
49000,Petrol,Manual,1497,117.3,5,17.4,4.75
42600,Diesel,Manual,1396,90,5,23,4.99
12794,Petrol,Automatic,1199,88.7,5,19,9.15
88046,Petrol,Automatic,2354,152,5,10.1,13.99
8000,Diesel,Automatic,2143,107.3,5,20,19.75
82739,Diesel,Automatic,2179,140,7,16,16.77
193000,Diesel,Manual,2523,63,7,13.6,2.5
7000,Petrol,Automatic,1498,99.6,5,17.97,3.65
60000,Diesel,Automatic,2179,187.74,5,12.35,23.5
38000,Petrol,Manual,796,47.3,5,22.74,3.11
56344,Petrol,Manual,1496,88.73,5,17.6,4.57
17858,Petrol,Manual,1197,80,5,17,5.32
53000,Petrol,Manual,1197,78.9,5,20.36,3.2
67906,Diesel,Manual,1248,74,5,25.2,5.63
19000,Petrol,Manual,814,55.2,5,21.1,3
67000,Diesel,Automatic,1995,190,5,22.69,9.25
80000,Diesel,Manual,1396,70,5,23.57,1.2
61000,Petrol,Manual,796,47.3,5,22.74,2.15
39000,Diesel,Manual,1199,73.9,5,22.07,3.05
59000,Petrol,Automatic,1798,138.03,5,14.28,11.5
80931,Petrol,Manual,1086,62.1,5,17.92,2.3
34000,Petrol,Manual,1197,81.8,5,20.4,4.95
130000,Diesel,Manual,1461,84.8,5,21.64,4.75
52380,Diesel,Manual,1248,88.5,5,24.3,10.15
44000,Petrol,Manual,1198,75,5,18.06,2.65
84000,Diesel,Manual,1399,68.05,5,20,3.8
41697,Petrol,Automatic,1997,141.1,5,13.1,16.68
163000,Diesel,Manual,1461,108.5,5,19.01,5
42000,Petrol,Manual,1197,78.9,5,17.71,3.75
129000,Diesel,Manual,1396,88.76,5,21.27,4.11
32200,Petrol,Manual,1196,86.8,5,18.16,4.25
129000,Diesel,Manual,2835,107.2,6,10.5,3.45
40000,Diesel,Automatic,1968,174.33,5,17.11,22.5
150000,Petrol,Manual,1998,132,8,12.4,4.5
140000,Petrol,Manual,1150,74.9,5,15.26,0.9
63181,Petrol,Manual,1341,83,5,15.3,1.85
39575,Diesel,Manual,1498,98.6,5,25.8,3.25
63600,Diesel,Manual,1248,74,5,17.8,3.1
70374,Diesel,Manual,1498,89.84,5,22.7,7.34
26256,Diesel,Manual,1498,88.5,5,20.14,4.25
13460,Petrol,Manual,1197,81.86,5,18.6,6.45
122000,Diesel,Manual,2494,102,8,12.8,10.75
58589,Diesel,Automatic,2143,203.2,5,15.26,27.75
115000,Petrol,Manual,1061,64,5,17.3,0.99
75000,Diesel,Automatic,2198,158,7,12.62,24
30292,Petrol,Manual,1197,81.86,5,18.6,6.1
32248,Petrol,Manual,1199,88.7,5,17.5,8.25
74000,Petrol,Manual,1198,73.9,5,16.47,4.65
56100,Petrol,Manual,1997,153.86,5,13.7,9.75
61325,Petrol,Manual,1197,81.86,5,18.9,4.4
33000,Petrol,Manual,1197,85.8,5,19.1,3.99
18090,Diesel,Automatic,2993,258,5,16.2,45.73
71390,Diesel,Manual,1498,89.84,5,22.7,5.27
41000,CNG,Manual,998,58.2,5,26.2,3.5
67000,Diesel,Manual,1498,98.6,5,26,7.25
99000,Diesel,Manual,1405,70,5,17,1.6
142000,Diesel,Manual,1461,108.45,5,19.01,6
26966,Petrol,Manual,1197,78.9,5,20.36,3
27628,Petrol,Manual,1199,88.7,5,18.7,4.95
82497,Diesel,Manual,1248,88.5,5,23.65,8.99
86000,Petrol,Manual,2354,144,5,11.9,1.85
26981,Petrol,Manual,1198,73.9,5,16.47,6.16
110471,Diesel,Manual,1248,73.9,5,21.1,3.5
69000,Petrol,Manual,1199,88.76,5,19.5,4.5
12000,Petrol,Manual,1197,81.83,5,18.6,7.75
77500,Diesel,Manual,1461,83.8,5,20.45,6.6
48031,Petrol,Manual,1197,82,5,18.9,4.98
170000,Diesel,Automatic,1995,181,5,16.07,9.75
69565,Diesel,Manual,1498,89.84,5,22.7,5.55
45492,Diesel,Automatic,1498,108.5,5,21.5,10.3
85000,Petrol,Automatic,2354,177.6,5,11.7,7.5
55902,Petrol,Manual,1399,92.7,5,14.49,1.8
18500,Petrol,Manual,1199,74,5,16.2,6.25
129750,Diesel,Manual,2489,93.7,7,14.95,6.8
50902,Petrol,Automatic,1197,80,5,19.2,3
84725,Diesel,Manual,2179,140,7,15.1,11.6
40000,Diesel,Manual,1582,126.24,5,22.7,6.95
60000,Petrol,Manual,1798,160,5,14.3,3.5
33496,Petrol,Manual,1197,81.86,5,18.9,5.5
25000,Petrol,Manual,1197,81.83,5,18.6,5.65
71000,Diesel,Manual,1248,73.8,8,18.2,3.25
20826,Petrol,Automatic,1598,103.6,5,14.3,7.72
42244,Diesel,Manual,1582,126.2,5,19.67,12
98598,Diesel,Manual,936,57.6,5,25.44,1.55
62100,Diesel,Manual,2982,171,7,11.5,10.75
44238,Petrol,Manual,1197,81.83,5,18.6,6.72
91743,Diesel,Automatic,2967,241.4,7,12.07,28.55
19828,Diesel,Automatic,2967,300,4,17.85,75
36891,Petrol,Manual,1497,117.3,5,17.8,10.49
90049,Diesel,Manual,1493,100,7,17.21,3.8
74002,Diesel,Automatic,1968,140,5,16.55,18.5
41000,Petrol,Automatic,2359,198.25,5,12.37,6
83678,Diesel,Manual,1582,126.32,5,22.32,5.5
91000,Petrol,Manual,998,67.1,5,18.9,2.3
50000,Diesel,Manual,1248,88.5,7,24.52,8.7
58000,Diesel,Manual,1120,71.01,5,24.4,4.95
80000,Diesel,Manual,1248,74,5,22.9,4.25
41290,Diesel,Manual,2179,140,7,16,10.94
65000,Diesel,Automatic,1995,190,5,22.48,21.26
16471,Petrol,Manual,1798,138.03,5,14.28,11.5
54339,Diesel,Manual,1396,88.73,5,22.54,6
24025,Petrol,Manual,1198,82,6,18.15,4.1
24027,Petrol,Manual,796,47.3,5,24.7,2.01
59270,Petrol,Manual,1172,67,5,15.7,2.6
40000,Petrol,Manual,998,67.1,5,18.9,2.35
155566,Diesel,Manual,2835,118.6,6,9.5,9.15
42320,Petrol,Manual,1198,86.8,5,19.4,2.9
24153,Diesel,Manual,1396,88.73,5,22.54,9.18
27000,Petrol,Automatic,1591,121.3,5,13,11.45
92000,CNG,Manual,796,38.4,5,26.83,2.1
61795,Petrol,Manual,1198,86.7,5,17.8,5.53
13500,Petrol,Manual,1198,82,6,18.15,3.75
4500,Petrol,Automatic,1497,117.3,5,18,12.5
23000,Diesel,Automatic,2179,140,7,16,15.5
65400,Petrol,Manual,1086,74,5,0,2.1
80578,Diesel,Automatic,2143,170,5,14.84,14.5
42646,Diesel,Automatic,1461,108.45,5,19.6,12.46
30000,Petrol,Manual,1198,74,5,16.47,5.25
98000,Diesel,Automatic,2987,282,5,13.5,25
50000,Diesel,Automatic,2993,271.23,4,12.9,45
63310,Diesel,Manual,1248,74,5,28.4,5.1
66000,Diesel,Manual,1498,98.6,5,25.8,3.5
74000,Diesel,Automatic,1995,181,5,16.07,12.5
93000,Diesel,Manual,1396,88.7,5,23.5,5.55
70000,Diesel,Automatic,2982,169,7,11.5,19.48
48772,Petrol,Manual,1197,85.8,5,18.6,3.91
66000,Petrol,Manual,1199,79.4,5,18.6,2.19
27417,Petrol,Automatic,1197,82,5,18.9,6.89
51593,Petrol,Manual,1196,70,5,15.6,3.47
86340,Petrol,Automatic,2349,74,5,9.1,3.25
